,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence
342,1298,4412431139c8808f7b1e36f9214018bae4e61b5ba92362344732172710822016,SPA 2,Conozco mi amigos y yo vamos a tener mucho divertido en el viaje.,Conozco []{a}<az:do:an>  mi amigos y yo vamos a tener mucho divertido en el viaje.,[]{a}<az:do:an>,az:do:an,a,,"['Conozco', 'a', 'mi', 'amigos', 'y', 'yo', 'vamos', 'a', 'tener', 'mucho', 'divertido', 'en', 'el', 'viaje', '.']","['Conozco', '[NONE]', 'mi', 'amigos', 'y', 'yo', 'vamos', 'a', 'tener', 'mucho', 'divertido', 'en', 'el', 'viaje', '.']","[1, 17]",article,"[0, 2, 3, 16, 18, 19]",Conozco a mi amigos y yo vamos a tener mucho divertido en el viaje.,Conozco [NONE] mi amigos y yo vamos a tener mucho divertido en el viaje.
345,1324,7d6cc924b39a42cc6cbbd3838f97f10b69b9c2758fa14a4d022c2192dc7cb5cb,SPA 3,"También, yo querré comer comida nueva y yo querré traer mi novio conmigo.","También, yo querré comer comida nueva y yo querré traer []{a}<az:do:an> mi novio conmigo.",[]{a}<az:do:an>,az:do:an,a,,"['También', ',', 'yo', 'querré', 'comer', 'comida', 'nueva', 'y', 'yo', 'querré', 'traer', 'a', 'mi', 'novio', 'conmigo', '.']","['También', ',', 'yo', 'querré', 'comer', 'comida', 'nueva', 'y', 'yo', 'querré', 'traer', '[NONE]', 'mi', 'novio', 'conmigo', '.']","[11, 28]",article,"[12, 13, 29, 30]","También, yo querré comer comida nueva y yo querré traer a mi novio conmigo.","También, yo querré comer comida nueva y yo querré traer [NONE] mi novio conmigo."
387,92,8493070dc27ef0ddd6c1e7abb23c21ad8e64b92d1a8abbbf90e4f750963270f7,SPA 2,Su actuación fue muy popular pero polémica porque él criticó Presidente Trump y el medios de comunicación.,Su actuación fue muy popular pero polémica porque él criticó  []{a}<az:do:an> Presidente Trump y el medios de comunicación.,[]{a}<az:do:an>,az:do:an,a,,"['Su', 'actuación', 'fue', 'muy', 'popular', 'pero', 'polémica', 'porque', 'él', 'criticó', 'a', 'Presidente', 'Trump', 'y', 'el', 'medios', 'de', 'comunicación', '.']","['Su', 'actuación', 'fue', 'muy', 'popular', 'pero', 'polémica', 'porque', 'él', 'criticó', '[NONE]', 'Presidente', 'Trump', 'y', 'el', 'medios', 'de', 'comunicación', '.']","[10, 30]",article,"[9, 11, 29, 31]",Su actuación fue muy popular pero polémica porque él criticó a Presidente Trump y el medios de comunicación.,Su actuación fue muy popular pero polémica porque él criticó [NONE] Presidente Trump y el medios de comunicación.
388,175,574378ed1a2ff7c99662fb1b725df36a14a7c84e7f9e630f64e5087102f47cd5,SPA 3,Yo siempre miro Von Miller juegue fútbol americano por que juego linebacker.,Yo siempre miro []{a}<az:do:an> Von Miller juegue fútbol americano por que juego linebacker.,[]{a}<az:do:an>,az:do:an,a,,"['Yo', 'siempre', 'miro', 'a', 'Von', 'Miller', 'juegue', 'fútbol', 'americano', 'por', 'que', 'juego', 'linebacker', '.']","['Yo', 'siempre', 'miro', '[NONE]', 'Von', 'Miller', 'juegue', 'fútbol', 'americano', 'por', 'que', 'juego', 'linebacker', '.']","[3, 18]",article,"[2, 4, 5, 17, 19, 20]",Yo siempre miro a Von Miller juegue fútbol americano por que juego linebacker.,Yo siempre miro [NONE] Von Miller juegue fútbol americano por que juego linebacker.
390,175,f0accaaf90346d4a8135224445e42f6f510880f66ee8c835b68e0455f7fb7d00,SPA 3,Von Miller inspira me soy un bueno pass rusher por que es muy divertido a sack el quaterback.,Von Miller inspira me soy un bueno pass rusher por que es muy divertido a sack []{a}<az:do:an> el quaterback.,[]{a}<az:do:an>,az:do:an,a,,"['Von', 'Miller', 'inspira', 'me', 'soy', 'un', 'bueno', 'pass', 'rusher', 'por', 'que', 'es', 'muy', 'divertido', 'a', 'sack', 'a', 'el', 'quaterback', '.']","['Von', 'Miller', 'inspira', 'me', 'soy', 'un', 'bueno', 'pass', 'rusher', 'por', 'que', 'es', 'muy', 'divertido', 'a', 'sack', '[NONE]', 'el', 'quaterback', '.']","[16, 37]",article,"[15, 17, 18, 36, 38, 39]",Von Miller inspira me soy un bueno pass rusher por que es muy divertido a sack a el quaterback.,Von Miller inspira me soy un bueno pass rusher por que es muy divertido a sack [NONE] el quaterback.
400,923,c1d56fe07f90ac083b4a0d40f8afc0fe1dbc4a1b46da712b1faffaadd409a5e2,SPA 1,Mi visité *FIRST_NAME* en la verano.,Mi visité []{a}<az:do:an>  *FIRST_NAME* en la verano.,[]{a}<az:do:an>,az:do:an,a,,"['Mi', 'visité', 'a', '*', 'FIRST_NAME', '*', 'en', 'la', 'verano', '.']","['Mi', 'visité', '[NONE]', '*', 'FIRST_NAME', '*', 'en', 'la', 'verano', '.']","[2, 13]",article,"[1, 3, 4, 5, 6, 12, 14, 15, 16, 17]",Mi visité a *FIRST_NAME* en la verano.,Mi visité [NONE]*FIRST_NAME* en la verano.
405,2,ce8d1675ce16b0c1acc40749e16ef08c50c8b452596b9c81f470d70e8a26d65c,SPA 3,El titulo es Fresh Prince of Belair y el persona famosa es Will Smith.,El titulo es Fresh Prince of Belair y [el]{la}<ga:fm:det:an> persona famosa es Will Smith.,[el]{la}<ga:fm:det:an>,ga:fm:det:an,la,el,"['El', 'titulo', 'es', 'Fresh', 'Prince', 'of', 'Belair', 'y', 'la', 'persona', 'famosa', 'es', 'Will', 'Smith', '.']","['El', 'titulo', 'es', 'Fresh', 'Prince', 'of', 'Belair', 'y', 'el', 'persona', 'famosa', 'es', 'Will', 'Smith', '.']","[8, 24]",gender agreement,"[9, 25]",El titulo es Fresh Prince of Belair y la persona famosa es Will Smith.,El titulo es Fresh Prince of Belair y el persona famosa es Will Smith.
408,5,e56bce6bdfed9f3cb4ef8de60753dedbf2405aa4eca56a5ec4539fb65cfb0818,SPA 3,"Es una buenísima canción que es sobre su sentimiento hacia las redes sociales, sus ex novios, sus celebridad amigos y el público.","Es una buenísima canción que es sobre su sentimiento hacia las redes sociales, sus ex novios, sus [celebridad]{celebridades}<na:ps:noun:an> amigos y el público.",[celebridad]{celebridades}<na:ps:noun:an>,na:ps:noun:an,celebridades,celebridad,"['Es', 'una', 'buenísima', 'canción', 'que', 'es', 'sobre', 'su', 'sentimiento', 'hacia', 'las', 'redes', 'sociales', ',', 'sus', 'ex', 'novios', ',', 'sus', 'celebridades', 'amigos', 'y', 'el', 'público', '.']","['Es', 'una', 'buenísima', 'canción', 'que', 'es', 'sobre', 'su', 'sentimiento', 'hacia', 'las', 'redes', 'sociales', ',', 'sus', 'ex', 'novios', ',', 'sus', 'celebridad', 'amigos', 'y', 'el', 'público', '.']","[19, 45]",number agreement,"[20, 46]","Es una buenísima canción que es sobre su sentimiento hacia las redes sociales, sus ex novios, sus celebridades amigos y el público.","Es una buenísima canción que es sobre su sentimiento hacia las redes sociales, sus ex novios, sus celebridad amigos y el público."
424,22,413f332a07a118a0f10d6cc3d0d1017fe2dc082d71bd39c002948f51fe120ed4,SPA 3,"Alentados por su madre, tanto Hilary como su hermana se inscribieron en clases de actuación, canto y ballet.","[Alentados]{alentadas}<ga:fm:adj:an> por su madre, tanto Hilary como su hermana se inscribieron en clases de actuación, canto y ballet.",[Alentados]{alentadas}<ga:fm:adj:an>,ga:fm:adj:an,alentadas,Alentados,"['alentadas', 'por', 'su', 'madre', ',', 'tanto', 'Hilary', 'como', 'su', 'hermana', 'se', 'inscribieron', 'en', 'clases', 'de', 'actuación', ',', 'canto', 'y', 'ballet', '.']","['Alentados', 'por', 'su', 'madre', ',', 'tanto', 'Hilary', 'como', 'su', 'hermana', 'se', 'inscribieron', 'en', 'clases', 'de', 'actuación', ',', 'canto', 'y', 'ballet', '.']","[0, 22]",gender agreement,"[5, 27]","alentadas por su madre, tanto Hilary como su hermana se inscribieron en clases de actuación, canto y ballet.","Alentados por su madre, tanto Hilary como su hermana se inscribieron en clases de actuación, canto y ballet."
436,27,02dee89a55579723d285e77aa490066456cab1800b0b908dc34f1130f65a69f4,SPA 2,"Quiero comer algún día en uno de sus restaurantes y comprar su comida, por lo que he visto se ven bueno.","Quiero comer algún día en uno de sus restaurantes y comprar su comida, por lo que he visto se ven [bueno]{buenos}<na:ps:adj:inan>.",[bueno]{buenos}<na:ps:adj:inan>,na:ps:adj:inan,buenos,bueno,"['Quiero', 'comer', 'algún', 'día', 'en', 'uno', 'de', 'sus', 'restaurantes', 'y', 'comprar', 'su', 'comida', ',', 'por', 'lo', 'que', 'he', 'visto', 'se', 'ven', 'buenos', '.']","['Quiero', 'comer', 'algún', 'día', 'en', 'uno', 'de', 'sus', 'restaurantes', 'y', 'comprar', 'su', 'comida', ',', 'por', 'lo', 'que', 'he', 'visto', 'se', 'ven', 'bueno', '.']","[21, 45]",number agreement,"[19, 20, 43, 44]","Quiero comer algún día en uno de sus restaurantes y comprar su comida, por lo que he visto se ven buenos.","Quiero comer algún día en uno de sus restaurantes y comprar su comida, por lo que he visto se ven bueno."
528,97,ece46bbe7dab1bc46f5d3c7b5944c00bef3cfc1dd6f503e896e557217e0b1644,SPA 3,"También me gusta su esposos, John y su música.","También me gusta su [esposos]{esposo}<na:sp:noun:an>, John y su música.",[esposos]{esposo}<na:sp:noun:an>,na:sp:noun:an,esposo,esposos,"['También', 'me', 'gusta', 'su', 'esposo', ',', 'John', 'y', 'su', 'música', '.']","['También', 'me', 'gusta', 'su', 'esposos', ',', 'John', 'y', 'su', 'música', '.']","[4, 16]",number agreement,"[3, 15]","También me gusta su esposo, John y su música.","También me gusta su esposos, John y su música."
566,117,b8959d9b7ab2657cc967f5db9c2be6f81f7280b60ccbbdfd7307dd6c8754119f,SPA 1,"En la película Les Miserables, Anne Hathaway tiene pelo corta y perdió peso.","En la película Les Miserables, Anne Hathaway tiene pelo [corta]{corto}<ga:mf:adj:inan> y perdió peso.",[corta]{corto}<ga:mf:adj:inan>,ga:mf:adj:inan,corto,corta,"['En', 'la', 'película', 'Les', 'Miserables', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'corto', 'y', 'perdió', 'peso', '.']","['En', 'la', 'película', 'Les', 'Miserables', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'corta', 'y', 'perdió', 'peso', '.']","[10, 26]",gender agreement,"[3, 4, 6, 7, 8, 9, 19, 20, 22, 23, 24, 25]","En la película Les Miserables, Anne Hathaway tiene pelo corto y perdió peso.","En la película Les Miserables, Anne Hathaway tiene pelo corta y perdió peso."
583,127,f330e4c1220e330c4d5bc454e15be98e132698ebaf5b18f5ffa22047f0133ed5,SPA 2,"lo fue en muchas películas y a mi me encanta la película ""La gran aventura de Bill y Ted"" porque es muy ridículo.","lo fue en muchas películas y a mi me encanta la película ""La gran aventura de Bill y Ted"" porque es muy [ridículo]{ridícula}<ga:fm:adj:inan>.",[ridículo]{ridícula}<ga:fm:adj:inan>,ga:fm:adj:inan,ridícula,ridículo,"['lo', 'fue', 'en', 'muchas', 'películas', 'y', 'a', 'mi', 'me', 'encanta', 'la', 'película', '""', 'La', 'gran', 'aventura', 'de', 'Bill', 'y', 'Ted', '""', 'porque', 'es', 'muy', 'ridícula', '.']","['lo', 'fue', 'en', 'muchas', 'películas', 'y', 'a', 'mi', 'me', 'encanta', 'la', 'película', '""', 'La', 'gran', 'aventura', 'de', 'Bill', 'y', 'Ted', '""', 'porque', 'es', 'muy', 'ridículo', '.']","[24, 51]",gender agreement,[],"lo fue en muchas películas y a mi me encanta la película ""La gran aventura de Bill y Ted"" porque es muy ridícula.","lo fue en muchas películas y a mi me encanta la película ""La gran aventura de Bill y Ted"" porque es muy ridículo."
593,130,1463461ebbe83cc34c6cc5a40e4917a8eea902975e888b44b15171d75b274966,SPA 1,"Para resumir, una persona famosa es una persona que es amado debido a que él or ella hace.","Para resumir, una persona famosa es una persona que es [amado]{amada}<ga:fm:adj:an> debido a que él or ella hace.",[amado]{amada}<ga:fm:adj:an>,ga:fm:adj:an,amada,amado,"['Para', 'resumir', ',', 'una', 'persona', 'famosa', 'es', 'una', 'persona', 'que', 'es', 'amada', 'debido', 'a', 'que', 'él', 'or', 'ella', 'hace', '.']","['Para', 'resumir', ',', 'una', 'persona', 'famosa', 'es', 'una', 'persona', 'que', 'es', 'amado', 'debido', 'a', 'que', 'él', 'or', 'ella', 'hace', '.']","[11, 32]",gender agreement,[],"Para resumir, una persona famosa es una persona que es amada debido a que él or ella hace.","Para resumir, una persona famosa es una persona que es amado debido a que él or ella hace."
606,145,82c056f93e36d9b4cfc1e6af66bfe486e59210f4c12a1e2ea9d0b5c02097c8fa,SPA 1,Yo penseo que Michael Jordan es uno del los mas famosas deportistas del mundo.,Yo penseo que Michael Jordan es uno del los mas [famosas]{famosos}<ga:mf:adj:an> deportistas del mundo.,[famosas]{famosos}<ga:mf:adj:an>,ga:mf:adj:an,famosos,famosas,"['Yo', 'penseo', 'que', 'Michael', 'Jordan', 'es', 'uno', 'del', 'los', 'mas', 'famosos', 'deportistas', 'del', 'mundo', '.']","['Yo', 'penseo', 'que', 'Michael', 'Jordan', 'es', 'uno', 'del', 'los', 'mas', 'famosas', 'deportistas', 'del', 'mundo', '.']","[10, 26]",gender agreement,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29]",Yo penseo que Michael Jordan es uno del los mas famosos deportistas del mundo.,Yo penseo que Michael Jordan es uno del los mas famosas deportistas del mundo.
618,163,d32f6cf2138953010e7a3a419e625fb19dc1c738e28db96381a4af11f27d8e69,SPA 2,"Yo quería ver Yg en un concierto por muchos años porque me gusta muchos de sus canciones, y mis amigos que fue a su concierto dijo que su concierto era muy bien y divertido.","Yo quería ver Yg en un concierto por muchos años porque me gusta [muchos]{muchas}<ga:fm:pron:inan> de sus canciones, y mis amigos que fue a su concierto dijo que su concierto era muy bien y divertido.",[muchos]{muchas}<ga:fm:pron:inan>,ga:fm:pron:inan,muchas,muchos,"['Yo', 'quería', 'ver', 'Yg', 'en', 'un', 'concierto', 'por', 'muchos', 'años', 'porque', 'me', 'gusta', 'muchas', 'de', 'sus', 'canciones', ',', 'y', 'mis', 'amigos', 'que', 'fue', 'a', 'su', 'concierto', 'dijo', 'que', 'su', 'concierto', 'era', 'muy', 'bien', 'y', 'divertido', '.']","['Yo', 'quería', 'ver', 'Yg', 'en', 'un', 'concierto', 'por', 'muchos', 'años', 'porque', 'me', 'gusta', 'muchos', 'de', 'sus', 'canciones', ',', 'y', 'mis', 'amigos', 'que', 'fue', 'a', 'su', 'concierto', 'dijo', 'que', 'su', 'concierto', 'era', 'muy', 'bien', 'y', 'divertido', '.']","[13, 50]",gender agreement,[],"Yo quería ver Yg en un concierto por muchos años porque me gusta muchas de sus canciones, y mis amigos que fue a su concierto dijo que su concierto era muy bien y divertido.","Yo quería ver Yg en un concierto por muchos años porque me gusta muchos de sus canciones, y mis amigos que fue a su concierto dijo que su concierto era muy bien y divertido."
621,164,ee1f15430d81897b61dfdc4caf6a158fcfd029ef43a7a98ecb3c5d6632b2807e,SPA 3,"Él no hace música a menudo, pero cuando lo hace es increíble.","Él no hace música a menudo, pero cuando [lo]{la}<ga:fm:pron:inan> hace es increíble.",[lo]{la}<ga:fm:pron:inan>,ga:fm:pron:inan,la,lo,"['Él', 'no', 'hace', 'música', 'a', 'menudo', ',', 'pero', 'cuando', 'la', 'hace', 'es', 'increíble', '.']","['Él', 'no', 'hace', 'música', 'a', 'menudo', ',', 'pero', 'cuando', 'lo', 'hace', 'es', 'increíble', '.']","[9, 24]",gender agreement,[],"Él no hace música a menudo, pero cuando la hace es increíble.","Él no hace música a menudo, pero cuando lo hace es increíble."
627,174,ba95c3c5a014f800f6d7fbfbf3044b97e1a5055f7a99418539d86dc2580bd436,SPA 1,Como tres meses ella escribo un cancion de ella abuelo.,Como tres meses ella escribo [un]{una}<ga:fm:det:inan> cancion de ella abuelo.,[un]{una}<ga:fm:det:inan>,ga:fm:det:inan,una,un,"['Como', 'tres', 'meses', 'ella', 'escribo', 'una', 'cancion', 'de', 'ella', 'abuelo', '.']","['Como', 'tres', 'meses', 'ella', 'escribo', 'un', 'cancion', 'de', 'ella', 'abuelo', '.']","[5, 17]",gender agreement,"[4, 6, 16, 18]",Como tres meses ella escribo una cancion de ella abuelo.,Como tres meses ella escribo un cancion de ella abuelo.
644,186,fd4943901eb160a9d00a8c9b8c46888d96e8a8353fd043e48268366af0718614,SPA 1,Angelina Jolie es muy famoso actriz.,Angelina Jolie es muy [famoso]{famosa}<ga:fm:adj:an> actriz.,[famoso]{famosa}<ga:fm:adj:an>,ga:fm:adj:an,famosa,famoso,"['Angelina', 'Jolie', 'es', 'muy', 'famosa', 'actriz', '.']","['Angelina', 'Jolie', 'es', 'muy', 'famoso', 'actriz', '.']","[4, 12]",gender agreement,"[0, 1, 5, 8, 9, 13]",Angelina Jolie es muy famosa actriz.,Angelina Jolie es muy famoso actriz.
650,188,b77678b2f25289d04321cf0a1f304a2823849509f0ef2f96597adef0a70a3cfe,SPA 1,Su padres se llaman Ann y Barack Obama Sr. Barack tiene una esposa.,[Su]{sus}<na:ps:det:an> padres se llaman Ann y Barack Obama Sr. Barack tiene una esposa.,[Su]{sus}<na:ps:det:an>,na:ps:det:an,sus,Su,"['sus', 'padres', 'se', 'llaman', 'Ann', 'y', 'Barack', 'Obama', 'Sr', '.', 'Barack', 'tiene', 'una', 'esposa', '.']","['Su', 'padres', 'se', 'llaman', 'Ann', 'y', 'Barack', 'Obama', 'Sr', '.', 'Barack', 'tiene', 'una', 'esposa', '.']","[0, 16]",number agreement,"[1, 17]",sus padres se llaman Ann y Barack Obama Sr. Barack tiene una esposa.,Su padres se llaman Ann y Barack Obama Sr. Barack tiene una esposa.
667,196,8f30e089b39a66a3efa168397f99b42608c9c998c68195c26df49d61ff5bbfb9,SPA 2,El le gusta la historador Karl Marx y el no le gusta los estados unidos o Pinochet.,El le gusta [la]{el}<ga:mf:det:an> historador Karl Marx y el no le gusta los estados unidos o Pinochet.,[la]{el}<ga:mf:det:an>,ga:mf:det:an,el,la,"['El', 'le', 'gusta', 'el', 'historador', 'Karl', 'Marx', 'y', 'el', 'no', 'le', 'gusta', 'los', 'estados', 'unidos', 'o', 'Pinochet', '.']","['El', 'le', 'gusta', 'la', 'historador', 'Karl', 'Marx', 'y', 'el', 'no', 'le', 'gusta', 'los', 'estados', 'unidos', 'o', 'Pinochet', '.']","[3, 22]",gender agreement,[],El le gusta el historador Karl Marx y el no le gusta los estados unidos o Pinochet.,El le gusta la historador Karl Marx y el no le gusta los estados unidos o Pinochet.
687,206,64874f4b704dfb6fd30b1c332c18c62da4bb2b2f2de1a3ff2c556cd445358a38,SPA 1,Paul McCartney toca el guitarra.,Paul McCartney toca [el]{la}<ga:fm:det:inan> guitarra.,[el]{la}<ga:fm:det:inan>,ga:fm:det:inan,la,el,"['Paul', 'McCartney', 'toca', 'la', 'guitarra', '.']","['Paul', 'McCartney', 'toca', 'el', 'guitarra', '.']","[3, 10]",gender agreement,"[0, 1, 2, 4, 7, 8, 9, 11]",Paul McCartney toca la guitarra.,Paul McCartney toca el guitarra.
747,243,b0e819bd3c6ab82e40fcc8da2c9e0a33a98fc3e478471bf9e9e16c272b9ae7c7,SPA 3,Beyonce fue en su Instagram y puse que Ella y Jay Z estaban embarazada.,Beyonce fue en su Instagram y puse que Ella y Jay Z estaban [embarazada]{embarazados}<ga:na:mf:ps:adj:an>.,[embarazada]{embarazados}<ga:na:mf:ps:adj:an>,ga:na:mf:ps:adj:an,embarazados,embarazada,"['Beyonce', 'fue', 'en', 'su', 'Instagram', 'y', 'puse', 'que', 'Ella', 'y', 'Jay', 'Z', 'estaban', 'embarazados', '.']","['Beyonce', 'fue', 'en', 'su', 'Instagram', 'y', 'puse', 'que', 'Ella', 'y', 'Jay', 'Z', 'estaban', 'embarazada', '.']","[13, 29]",gender and number agreement,"[8, 9, 10, 11, 12, 24, 25, 26, 27, 28]",Beyonce fue en su Instagram y puse que Ella y Jay Z estaban embarazados.,Beyonce fue en su Instagram y puse que Ella y Jay Z estaban embarazada.
768,248,07701658195abcd73ad9ed81d53c14394e67576a7f194fc1e8849819264cbbc5,SPA 2,".En cuanto a su talento como cantor, él hizo alrededor de veinte discos desde 1984 y las cantó en lenguajes como Cantones, Mandarin, Japones, Taiwanes, y Inglés.",".En cuanto a su talento como cantor, él hizo alrededor de veinte discos desde 1984 y [las]{los}<ga:mf:pron:inan> cantó en lenguajes como Cantones, Mandarin, Japones, Taiwanes, y Inglés.",[las]{los}<ga:mf:pron:inan>,ga:mf:pron:inan,los,las,"['.', 'En', 'cuanto', 'a', 'su', 'talento', 'como', 'cantor', ',', 'él', 'hizo', 'alrededor', 'de', 'veinte', 'discos', 'desde', '1984', 'y', 'los', 'cantó', 'en', 'lenguajes', 'como', 'Cantones', ',', 'Mandarin', ',', 'Japones', ',', 'Taiwanes', ',', 'y', 'Inglés', '.']","['.', 'En', 'cuanto', 'a', 'su', 'talento', 'como', 'cantor', ',', 'él', 'hizo', 'alrededor', 'de', 'veinte', 'discos', 'desde', '1984', 'y', 'las', 'cantó', 'en', 'lenguajes', 'como', 'Cantones', ',', 'Mandarin', ',', 'Japones', ',', 'Taiwanes', ',', 'y', 'Inglés', '.']","[18, 53]",gender agreement,[],". En cuanto a su talento como cantor, él hizo alrededor de veinte discos desde 1984 y los cantó en lenguajes como Cantones, Mandarin, Japones, Taiwanes, y Inglés.",". En cuanto a su talento como cantor, él hizo alrededor de veinte discos desde 1984 y las cantó en lenguajes como Cantones, Mandarin, Japones, Taiwanes, y Inglés."
772,249,7c343f8132cf2078f69b8d76eeff2bef01e49b17fa9c11306a22f189733c1b0b,SPA 2,El nombre de su esposa es Gerard Piqué.,El nombre de su [esposa]{esposo}<ga:mf:noun:an> es Gerard Piqué.,[esposa]{esposo}<ga:mf:noun:an>,ga:mf:noun:an,esposo,esposa,"['El', 'nombre', 'de', 'su', 'esposo', 'es', 'Gerard', 'Piqué', '.']","['El', 'nombre', 'de', 'su', 'esposa', 'es', 'Gerard', 'Piqué', '.']","[4, 14]",gender agreement,"[3, 6, 7, 13, 16, 17]",El nombre de su esposo es Gerard Piqué.,El nombre de su esposa es Gerard Piqué.
