,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
711,1190,f8b44a2d36bb6a28e30f11c7af91670529db0ed1468b660dead81e8f2fac5948,SPA 1,Yo quiero beber una margarita mientras tomo la sol y leo un libro.,Yo quiero beber una margarita mientras tomo [la]{el}<ga:mf:det:inan> sol y leo un libro.,1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['Yo', 'quiero', 'beber', 'una', 'margarita', 'mientras', 'tomo', 'el', 'sol', 'y', 'leo', 'un', 'libro', '.']","[7, 22]",ga:mf,"['Yo', 'quiero', 'beber', 'una', 'margarita', 'mientras', 'tomo', 'la', 'sol', 'y', 'leo', 'un', 'libro', '.']",gender agreement,Yo quiero beber una margarita mientras tomo la sol y leo un libro .,"evidence words = ""tomo"", ""la"", ""sol""
indexes = 7, 8, 9"
711,1190,d3a35f920b219beb95175de986d7242e3d44c31f2a038e458246b393a261908b,SPA 1,"Hay muchos animales viven en México, incluyendo los monos, las marsopas, los coatís, los ocelotes, los lobos y muchos aves tropicales.","Hay muchos animales viven en México, incluyendo los monos, las marsopas, los coatís, los ocelotes, los lobos y [muchos]{muchas}<ga:fm:det:inan> aves tropicales.",1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Hay', 'muchos', 'animales', 'viven', 'en', 'México', ',', 'incluyendo', 'los', 'monos', ',', 'las', 'marsopas', ',', 'los', 'coatís', ',', 'los', 'ocelotes', ',', 'los', 'lobos', 'y', 'muchas', 'aves', 'tropicales', '.']","[23, 51]",ga:fm,"['Hay', 'muchos', 'animales', 'viven', 'en', 'México', ',', 'incluyendo', 'los', 'monos', ',', 'las', 'marsopas', ',', 'los', 'coatís', ',', 'los', 'ocelotes', ',', 'los', 'lobos', 'y', 'muchos', 'aves', 'tropicales', '.']",gender agreement,"Hay muchos animales viven en México , incluyendo los monos , las marsopas , los coatís , los ocelotes , los lobos y muchos aves tropicales .","evidence words = ""muchos"", ""aves""
indexes = 26, 28"
711,1190,c28c69886c2ade26097016b7f33650cd0f467ca9c21565ca4dca4c1e7d6cade0,SPA 1,Yo estoy estudiar la ciencia animal y yo quiero ver animales nativo cuando yo viajo.,Yo estoy estudiar la ciencia animal y yo quiero ver animales [nativo]{nativos}<na:ps:adj:inan> cuando yo viajo.,1,[nativo]{nativos}<na:ps:adj:inan>,0,na:ps:adj:inan,nativos,nativo,"['Yo', 'estoy', 'estudiar', 'la', 'ciencia', 'animal', 'y', 'yo', 'quiero', 'ver', 'animales', 'nativos', 'cuando', 'yo', 'viajo', '.']","[11, 28]",na:ps,"['Yo', 'estoy', 'estudiar', 'la', 'ciencia', 'animal', 'y', 'yo', 'quiero', 'ver', 'animales', 'nativo', 'cuando', 'yo', 'viajo', '.']",number agreement,Yo estoy estudiar la ciencia animal y yo quiero ver animales nativo cuando yo viajo .,"evidence words = ""animales"", ""nativo""
indexes = 9, 10"
712,1191,f8e3830b508ed6c7989625f18ab99fb0bbe33c62fc9c0cb17a11869f1331e1f5,SPA 1,Yo voy a duermo muchos horas y yo voy relijarme.,Yo voy a duermo [muchos]{muchas}<ga:fm:det:inan> horas y yo voy relijarme.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Yo', 'voy', 'a', 'duermo', 'muchas', 'horas', 'y', 'yo', 'voy', 'relijarme', '.']","[4, 16]",ga:fm,"['Yo', 'voy', 'a', 'duermo', 'muchos', 'horas', 'y', 'yo', 'voy', 'relijarme', '.']",gender agreement,Yo voy a duermo muchos horas y yo voy relijarme .,"evidence words = ""duermo"", ""muchos"", ""horas""
indexes = 3, 4, 5"
712,1191,3d706656ef8fbbcbdb96fef9aa4a42fea6116e53d7c0640ddd61e7329924050d,SPA 1,"Nosotros no visitar san francisco en mucho tiempo, asi que yo quiero visitar san francisco con mi familia en mi vacaciones.","Nosotros no visitar san francisco en mucho tiempo, asi que yo quiero visitar san francisco con mi familia en [mi]{mis}<na:ps:det:inan> vacaciones.",1,[mi]{mis}<na:ps:det:inan>,0,na:ps:det:inan,mis,mi,"['Nosotros', 'no', 'visitar', 'san', 'francisco', 'en', 'mucho', 'tiempo', ',', 'asi', 'que', 'yo', 'quiero', 'visitar', 'san', 'francisco', 'con', 'mi', 'familia', 'en', 'mis', 'vacaciones', '.']","[20, 44]",na:ps,"['Nosotros', 'no', 'visitar', 'san', 'francisco', 'en', 'mucho', 'tiempo', ',', 'asi', 'que', 'yo', 'quiero', 'visitar', 'san', 'francisco', 'con', 'mi', 'familia', 'en', 'mi', 'vacaciones', '.']",number agreement,"Nosotros no visitar san francisco en mucho tiempo , asi que yo quiero visitar san francisco con mi familia en mi vacaciones .","evidence words = ""mi"", ""vacaciones""
indexes = 23, 24"
712,1191,5af76a279b95815c507bf7527052cb76cbeddf59d072c7ae8306b7c508392a0e,SPA 1,"Yo voy a gastare mucho dinero en mi plan de perfecto vacaciones aunque normalmente, yo soy frugal y yo soy no rico.","Yo voy a gastare mucho dinero en mi plan de [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> vacaciones aunque normalmente, yo soy frugal y yo soy no rico.",1,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['Yo', 'voy', 'a', 'gastare', 'mucho', 'dinero', 'en', 'mi', 'plan', 'de', 'perfectas', 'vacaciones', 'aunque', 'normalmente', ',', 'yo', 'soy', 'frugal', 'y', 'yo', 'soy', 'no', 'rico', '.']","[10, 35]",ga:na:fm:ps,"['Yo', 'voy', 'a', 'gastare', 'mucho', 'dinero', 'en', 'mi', 'plan', 'de', 'perfecto', 'vacaciones', 'aunque', 'normalmente', ',', 'yo', 'soy', 'frugal', 'y', 'yo', 'soy', 'no', 'rico', '.']",gender and number agreement,"Yo voy a gastare mucho dinero en mi plan de perfecto vacaciones aunque normalmente , yo soy frugal y yo soy no rico .","evidence words = ""plan"", ""de"", ""perfecto"", ""vacaciones""
indexes = 8, 9, 10, 11"
713,1192,9b68cf70cc9747bf169eca1db1bc853290ebeadb4c9484ea9dddb6264b2b86f6,SPA 2,Podía usar vestidos y pantalones cortos y blusas con sandalias o con tacones altas.,Podía usar vestidos y pantalones cortos y blusas con sandalias o con tacones [altas]{altos}<ga:mf:adj:inan>.,1,[altas]{altos}<ga:mf:adj:inan>,0,ga:mf:adj:inan,altos,altas,"['Podía', 'usar', 'vestidos', 'y', 'pantalones', 'cortos', 'y', 'blusas', 'con', 'sandalias', 'o', 'con', 'tacones', 'altos', '.']","[13, 29]",ga:mf,"['Podía', 'usar', 'vestidos', 'y', 'pantalones', 'cortos', 'y', 'blusas', 'con', 'sandalias', 'o', 'con', 'tacones', 'altas', '.']",gender agreement,Podía usar vestidos y pantalones cortos y blusas con sandalias o con tacones altas .,"evidence words = ""tacones"", ""altas""
indexes = 12, 14"
713,1192,f4e796d572d6b4440e3c1f2aa24198f7d8bbfdb6fe4ee44599cc44f066c29795,SPA 2,Estoy emocionado de conocer a gente nueva y practicar mi español.,Estoy [emocionado]{emocionada}<ga:fm:adj:an> de conocer a gente nueva y practicar mi español.,1,[emocionado]{emocionada}<ga:fm:adj:an>,0,ga:fm:adj:an,emocionada,emocionado,"['Estoy', 'emocionada', 'de', 'conocer', 'a', 'gente', 'nueva', 'y', 'practicar', 'mi', 'español', '.']","[1, 14]",ga:fm,"['Estoy', 'emocionado', 'de', 'conocer', 'a', 'gente', 'nueva', 'y', 'practicar', 'mi', 'español', '.']",gender agreement,Estoy emocionado de conocer a gente nueva y practicar mi español .,"evidence words = ""Estoy"", ""emocionada""
indexes = 0, 1"
713,1192,2eea4b0d8b951f776bff8eea9cd76379d5a76572cfafea2d2d3b15f8b56ee88a,SPA 2,Me gusta mucho comida españa porque el parte de mi papá de la familia es español.,Me gusta mucho comida españa porque [el]{la}<ga:fm:det:inan> parte de mi papá de la familia es español.,1,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['Me', 'gusta', 'mucho', 'comida', 'españa', 'porque', 'la', 'parte', 'de', 'mi', 'papá', 'de', 'la', 'familia', 'es', 'español', '.']","[6, 24]",ga:fm,"['Me', 'gusta', 'mucho', 'comida', 'españa', 'porque', 'el', 'parte', 'de', 'mi', 'papá', 'de', 'la', 'familia', 'es', 'español', '.']",gender agreement,Me gusta mucho comida españa porque el parte de mi papá de la familia es español .,"evidence words = el, parte, de, mi, papá, de, la 
indexes = 7, 8, 9, 10, 11, 12, 13"
715,1194,8f2307c8b941989e5c473323851fb50c897d41f2708182609b3f35db2dda9f4d,SPA 1,"Otra día, vamos a visitar a pirámides de Giza.","[Otra]{otro}<ga:mf:det:aty:inan> día, vamos a visitar a pirámides de Giza.",1,[Otra]{otro}<ga:mf:det:aty:inan>,0,ga:mf:det:aty:inan,otro,Otra,"['otro', 'día', ',', 'vamos', 'a', 'visitar', 'a', 'pirámides', 'de', 'Giza', '.']","[0, 12]",ga:mf:det:aty,"['Otra', 'día', ',', 'vamos', 'a', 'visitar', 'a', 'pirámides', 'de', 'Giza', '.']",gender agreement,"Otra día , vamos a visitar a pirámides de Giza .","evidence words = Otra, día
indexes = 0, 1"
716,1195,be74d6ecdaf079db3d808c64e8872e4d82acf90c93886e5ba540d5b0e0c6f0be,SPA 3,Hawaii es muy bonito y tiene muchos actividades interestantes.,Hawaii es muy bonito y tiene [muchos]{muchas}<ga:fm:det:inan> actividades interestantes.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Hawaii', 'es', 'muy', 'bonito', 'y', 'tiene', 'muchas', 'actividades', 'interestantes', '.']","[6, 17]",ga:fm,"['Hawaii', 'es', 'muy', 'bonito', 'y', 'tiene', 'muchos', 'actividades', 'interestantes', '.']",gender agreement,Hawaii es muy bonito y tiene muchos actividades interestantes .,"evidence words = ""tiene"", ""muchos"", ""actividades""
indexes = 6, 7, 8"
716,1195,918f5bd97fdabd9babbaa337d6147a14aa6c540804287eff87b596cfaa026585,SPA 3,"Despues Hawaii, mi amigos y yo vamos a Los Angeles por avion.","Despues Hawaii, [mi]{mis}<na:ps:det:an> amigos y yo vamos a Los Angeles por avion.",1,[mi]{mis}<na:ps:det:an>,0,na:ps:det:an,mis,mi,"['Despues', 'Hawaii', ',', 'mis', 'amigos', 'y', 'yo', 'vamos', 'a', 'Los', 'Angeles', 'por', 'avion', '.']","[3, 18]",na:ps,"['Despues', 'Hawaii', ',', 'mi', 'amigos', 'y', 'yo', 'vamos', 'a', 'Los', 'Angeles', 'por', 'avion', '.']",number agreement,"Despues Hawaii , mi amigos y yo vamos a Los Angeles por avion .","evidence words = ""mi"", ""amigos""
indexes = 3, 4"
716,1195,9dfda1757cace76a3abd136392410552fa48a5e9f58d40b36f6035717d0a53b1,SPA 3,"Cuando llegamos a Los Angeles, nosotros comemos en el restaurante muy famosa de japon.","Cuando llegamos a Los Angeles, nosotros comemos en el restaurante muy [famosa]{famoso}<ga:mf:adj:inan> de japon.",1,[famosa]{famoso}<ga:mf:adj:inan>,0,ga:mf:adj:inan,famoso,famosa,"['Cuando', 'llegamos', 'a', 'Los', 'Angeles', ',', 'nosotros', 'comemos', 'en', 'el', 'restaurante', 'muy', 'famoso', 'de', 'japon', '.']","[12, 29]",ga:mf,"['Cuando', 'llegamos', 'a', 'Los', 'Angeles', ',', 'nosotros', 'comemos', 'en', 'el', 'restaurante', 'muy', 'famosa', 'de', 'japon', '.']",gender agreement,"Cuando llegamos a Los Angeles , nosotros comemos en el restaurante muy famosa de japon .","evidence words = restaurante, famosa
indexes = 11, 13"
716,1195,5ed5d361bde465bcc468b22d624f118aa750b6c88f3dd89f5ff450dc1517a30b,SPA 3,"Tambien, vamos a Disneyland y montar en montanas rusas y comprar recuerdoes con nuestros familias.","Tambien, vamos a Disneyland y montar en montanas rusas y comprar recuerdoes con [nuestros]{nuestras}<ga:fm:det:an> familias.",1,[nuestros]{nuestras}<ga:fm:det:an>,0,ga:fm:det:an,nuestras,nuestros,"['Tambien', ',', 'vamos', 'a', 'Disneyland', 'y', 'montar', 'en', 'montanas', 'rusas', 'y', 'comprar', 'recuerdoes', 'con', 'nuestras', 'familias', '.']","[14, 32]",ga:fm,"['Tambien', ',', 'vamos', 'a', 'Disneyland', 'y', 'montar', 'en', 'montanas', 'rusas', 'y', 'comprar', 'recuerdoes', 'con', 'nuestros', 'familias', '.']",gender agreement,"Tambien , vamos a Disneyland y montar en montanas rusas y comprar recuerdoes con nuestros familias .","evidence words = ""nuestros"", ""familias""
indexes = 16, 17"
717,1196,243cb6a976bd9514406bde7abb309d31611de3788417d9eaa4533e0d2e6090ac,SPA 3,Yo voy a ir en los excursiones.,Yo voy a ir en [los]{las}<ga:fm:det:inan> excursiones.,1,[los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,los,"['Yo', 'voy', 'a', 'ir', 'en', 'las', 'excursiones', '.']","[5, 14]",ga:fm,"['Yo', 'voy', 'a', 'ir', 'en', 'los', 'excursiones', '.']",gender agreement,Yo voy a ir en los excursiones .,"evidence words = ""en"", ""los"", ""excursiones""
indexes = 4, 5, 6"
717,1196,d663da0e694e1c77a91a4f5dd3990daecb656fad25465452f39cbb8386ca1954,SPA 3,Así que espero que puedo ir a dos continentes en una vacaciones!,Así que espero que puedo ir a dos continentes en [una]{unas}<na:ps:det:inan> vacaciones!,1,[una]{unas}<na:ps:det:inan>,0,na:ps:det:inan,unas,una,"['Así', 'que', 'espero', 'que', 'puedo', 'ir', 'a', 'dos', 'continentes', 'en', 'unas', 'vacaciones', '!']","[10, 24]",na:ps,"['Así', 'que', 'espero', 'que', 'puedo', 'ir', 'a', 'dos', 'continentes', 'en', 'una', 'vacaciones', '!']",number agreement,Así que espero que puedo ir a dos continentes en una vacaciones !,"evidence words = ""en"", ""una"", ""vacaciones""
indexes = 9, 10, 11"
718,1197,06c6a546bce0598155ee494283dd072b573ef9c523d54d0efa4066e834dfaed6,SPA 2,Es muy bonita.,Es muy [bonita]{bonito}<ga:mf:adj:inan>.,1,[bonita]{bonito}<ga:mf:adj:inan>,0,ga:mf:adj:inan,bonito,bonita,"['Es', 'muy', 'bonito', '.']","[2, 7]",ga:mf,"['Es', 'muy', 'bonita', '.']",gender agreement,Es muy bonita .,"evidence words = ""muy"", ""bonita""
indexes = 1, 2"
719,1198,e6f325baa8aa77186d424a971cac9c6964d1fc8b731c507d77befd2d53fa3bd2,SPA 1,Come comida mucho delicioso.,Come comida mucho [delicioso]{deliciosa}<ga:fm:adj:inan>.,1,[delicioso]{deliciosa}<ga:fm:adj:inan>,0,ga:fm:adj:inan,deliciosa,delicioso,"['Come', 'comida', 'mucho', 'deliciosa', '.']","[3, 9]",ga:fm,"['Come', 'comida', 'mucho', 'delicioso', '.']",gender agreement,Come comida mucho delicioso .,"evidence words = ""comida"", ""delicioso""
indexes = 1, 4"
719,1198,48f804e6b03bd2240ec9264917a1a78bc1247e9847cec6f6b479207e942ebbfb,SPA 1,Compramos las ropas y otros cosas.,Compramos las ropas y [otros]{otras}<ga:fm:det:inan> cosas.,1,[otros]{otras}<ga:fm:det:inan>,0,ga:fm:det:inan,otras,otros,"['Compramos', 'las', 'ropas', 'y', 'otras', 'cosas', '.']","[4, 12]",ga:fm,"['Compramos', 'las', 'ropas', 'y', 'otros', 'cosas', '.']",gender agreement,Compramos las ropas y otros cosas .,"evidence words = ""las"", ""ropas"", ""otros"", ""cosas""
indexes = 1, 2, 5, 6"
719,1198,e61c5d412340713a7692978b5cfce3ac31cf6fda9128cde19bc1e26108bbc8ab,SPA 1,Hay mucho lugares de compras.,Hay [mucho]{muchos}<na:ps:det:inan> lugares de compras.,1,[mucho]{muchos}<na:ps:det:inan>,0,na:ps:det:inan,muchos,mucho,"['Hay', 'muchos', 'lugares', 'de', 'compras', '.']","[1, 8]",na:ps,"['Hay', 'mucho', 'lugares', 'de', 'compras', '.']",number agreement,Hay mucho lugares de compras .,"evidence words = ""mucho"", ""lugares""
indexes = 1, 2"
720,1199,61521e5ea51c8f8de840ab4959f14ed4e179ea1226c3fcee8b2bd9384ded988b,SPA 2,En mi vacación perfecta estoy explorando muchos lugares nuevos.,En mi [vacación]{vacaciones}<in:s:noun:inan> perfecta estoy explorando muchos lugares nuevos.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['En', 'mi', 'vacaciones', 'perfecta', 'estoy', 'explorando', 'muchos', 'lugares', 'nuevos', '.']","[2, 13]",in:s,"['En', 'mi', 'vacación', 'perfecta', 'estoy', 'explorando', 'muchos', 'lugares', 'nuevos', '.']",number agreement,En mi vacación perfecta estoy explorando muchos lugares nuevos .,"evidence words = vacación, perfecta
indexes = 2,3"
720,1199,8f3cbcfd3f2c46bfa2664eccf911a5bda56b8f2a6e74fa16dd162bb67682c47f,SPA 2,Soy en Europa y voy en tren en todos partes.,Soy en Europa y voy en tren en [todos]{todas}<ga:fm:det:inan> partes.,1,[todos]{todas}<ga:fm:det:inan>,0,ga:fm:det:inan,todas,todos,"['Soy', 'en', 'Europa', 'y', 'voy', 'en', 'tren', 'en', 'todas', 'partes', '.']","[8, 20]",ga:fm,"['Soy', 'en', 'Europa', 'y', 'voy', 'en', 'tren', 'en', 'todos', 'partes', '.']",gender agreement,Soy en Europa y voy en tren en todos partes .,"evidence words = todos, partes
indexes = 9, 10"
720,1199,ac58fa7dbab340174b28f4d38bf9f320a36281edce393cfb294f2b5a6e0f3e66,SPA 2,Me gusta ir a museos militar y arte.,Me gusta ir a museos [militar]{militares}<na:ps:adj:inan> y arte.,1,[militar]{militares}<na:ps:adj:inan>,0,na:ps:adj:inan,militares,militar,"['Me', 'gusta', 'ir', 'a', 'museos', 'militares', 'y', 'arte', '.']","[5, 15]",na:ps,"['Me', 'gusta', 'ir', 'a', 'museos', 'militar', 'y', 'arte', '.']",number agreement,Me gusta ir a museos militar y arte .,"evidence words = ""museos"", ""militar""
indexes = 4, 5"
720,1199,15ef1add45e244856a4b37784619eeb688a9ae35b1e650f2743d55540acf0666,SPA 2,En mi vacación perfecta el tiempo hace fresco porque yo tengo calor mucho.,En mi [vacación]{vacaciones}<in:s:noun:inan> perfecta el tiempo hace fresco porque yo tengo calor mucho.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['En', 'mi', 'vacaciones', 'perfecta', 'el', 'tiempo', 'hace', 'fresco', 'porque', 'yo', 'tengo', 'calor', 'mucho', '.']","[2, 17]",in:s,"['En', 'mi', 'vacación', 'perfecta', 'el', 'tiempo', 'hace', 'fresco', 'porque', 'yo', 'tengo', 'calor', 'mucho', '.']",number agreement,En mi vacación perfecta el tiempo hace fresco porque yo tengo calor mucho .,"evidence words = ""mi, vacación"", indexes = ""1,2"""
720,1199,3b0295e814bf470ca41b9d7919a90e7d25378b6d72556f252e8928e6944152c8,SPA 2,Soy muy extrovertida y me gustaría hablar con extraños en cafés durante mi vacación.,Soy muy extrovertida y me gustaría hablar con extraños en cafés durante mi [vacación]{vacaciones}<in:s:noun:inan>.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Soy', 'muy', 'extrovertida', 'y', 'me', 'gustaría', 'hablar', 'con', 'extraños', 'en', 'cafés', 'durante', 'mi', 'vacaciones', '.']","[13, 29]",in:s,"['Soy', 'muy', 'extrovertida', 'y', 'me', 'gustaría', 'hablar', 'con', 'extraños', 'en', 'cafés', 'durante', 'mi', 'vacación', '.']",number agreement,Soy muy extrovertida y me gustaría hablar con extraños en cafés durante mi vacación .,"evidence words = ""mi"", ""vacación""
indexes = 13, 14"
720,1199,3fdc7747c78a1132293a34b114115afc434d98d0562b9196ea69bcc1f758199e,SPA 2,Yo no sé qué unas perfectas son porque como estoy explorando un nuevo lugar es perfecto y todos días son muy divertido por me.,Yo no sé qué unas perfectas son porque como estoy explorando un nuevo lugar es perfecto y todos días son muy [divertido]{divertidos}<na:ps:adj:inan> por me.,1,[divertido]{divertidos}<na:ps:adj:inan>,0,na:ps:adj:inan,divertidos,divertido,"['Yo', 'no', 'sé', 'qué', 'unas', 'perfectas', 'son', 'porque', 'como', 'estoy', 'explorando', 'un', 'nuevo', 'lugar', 'es', 'perfecto', 'y', 'todos', 'días', 'son', 'muy', 'divertidos', 'por', 'me', '.']","[21, 47]",na:ps,"['Yo', 'no', 'sé', 'qué', 'unas', 'perfectas', 'son', 'porque', 'como', 'estoy', 'explorando', 'un', 'nuevo', 'lugar', 'es', 'perfecto', 'y', 'todos', 'días', 'son', 'muy', 'divertido', 'por', 'me', '.']",number agreement,Yo no sé qué unas perfectas son porque como estoy explorando un nuevo lugar es perfecto y todos días son muy divertido por me .,"evidence words = días, son, muy, divertido
indexes = 19, 20, 21, 22"
721,1200,61e5ee4273847ee3a9f34d798480ecc3eb6e77784cfb98ce533c6f316b5509f7,SPA 1,Por que quero relajar por mi vacasiones.,Por que quero relajar por [mi]{mis}<na:ps:det:inan> vacasiones.,1,[mi]{mis}<na:ps:det:inan>,0,na:ps:det:inan,mis,mi,"['Por', 'que', 'quero', 'relajar', 'por', 'mis', 'vacasiones', '.']","[5, 14]",na:ps,"['Por', 'que', 'quero', 'relajar', 'por', 'mi', 'vacasiones', '.']",number agreement,Por que quero relajar por mi vacasiones .,"evidence words = por, mi, vacasiones
indexes = 4, 5, 6"
721,1200,ff9ad0fe32bbec9515a76f591eaec39fe0fe29462844777869cb6cc9e115a783,SPA 1,Por el vacasiones veranos me gusta ir a otros paises.,Por [el]{las}<ga:na:fm:ps:det:inan> vacasiones veranos me gusta ir a otros paises.,1,[el]{las}<ga:na:fm:ps:det:inan>,0,ga:na:fm:ps:det:inan,las,el,"['Por', 'las', 'vacasiones', 'veranos', 'me', 'gusta', 'ir', 'a', 'otros', 'paises', '.']","[1, 13]",ga:na:fm:ps,"['Por', 'el', 'vacasiones', 'veranos', 'me', 'gusta', 'ir', 'a', 'otros', 'paises', '.']",gender and number agreement,Por el vacasiones veranos me gusta ir a otros paises .,"evidence words = ""el"", ""vacasiones""
indexes = 1, 2"
721,1200,cbcda7de1c52203670521349a97a4e94205d83bd5e4e53cdcd05172d3423a693,SPA 1,Me gusta visitar cuidades famosos y tocar fotos.,Me gusta visitar cuidades [famosos]{famosas}<ga:fm:adj:inan> y tocar fotos.,1,[famosos]{famosas}<ga:fm:adj:inan>,0,ga:fm:adj:inan,famosas,famosos,"['Me', 'gusta', 'visitar', 'cuidades', 'famosas', 'y', 'tocar', 'fotos', '.']","[4, 14]",ga:fm,"['Me', 'gusta', 'visitar', 'cuidades', 'famosos', 'y', 'tocar', 'fotos', '.']",gender agreement,Me gusta visitar cuidades famosos y tocar fotos .,"evidence words = ""visitar"", ""cuidades"", ""famosos""
indexes = 2, 3, 4"
721,1200,d37bce3716d9b99d95aed683e69cde09b1d91d3b440f3ff18123e522d2f95e7f,SPA 1,El mia rutina por Nueve Ano es ir en una fiesta con mis amigos.,[El]{la}<ga:fm:det:inan> mia rutina por Nueve Ano es ir en una fiesta con mis amigos.,1,[El]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,El,"['la', 'mia', 'rutina', 'por', 'Nueve', 'Ano', 'es', 'ir', 'en', 'una', 'fiesta', 'con', 'mis', 'amigos', '.']","[0, 16]",ga:fm,"['El', 'mia', 'rutina', 'por', 'Nueve', 'Ano', 'es', 'ir', 'en', 'una', 'fiesta', 'con', 'mis', 'amigos', '.']",gender agreement,El mia rutina por Nueve Ano es ir en una fiesta con mis amigos .,"evidence words = ""El"", ""mia"", ""rutina""
indexes = 0, 1, 2"
721,1200,7a7d6b93cfdb00e429ea1cd80da638d5647f8a40d8a22107e8f26ad33208597d,SPA 1,El vacasione es el tiempo perfecto por hago un plan por la ano.,El vacasione es el tiempo perfecto por hago un plan por [la]{el}<ga:mf:det:inan> ano.,1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['El', 'vacasione', 'es', 'el', 'tiempo', 'perfecto', 'por', 'hago', 'un', 'plan', 'por', 'el', 'ano', '.']","[11, 26]",ga:mf,"['El', 'vacasione', 'es', 'el', 'tiempo', 'perfecto', 'por', 'hago', 'un', 'plan', 'por', 'la', 'ano', '.']",gender agreement,El vacasione es el tiempo perfecto por hago un plan por la ano .,"evidence words = ""la"", ""ano""
indexes = 15, 16"
